2019	6	4	10	27	30	1.2488
2019	6	5	10	27	30	1.2005
2019	6	6	10	27	30	1.073
2019	6	7	10	27	30	0.8005
2019	6	8	10	27	30	0.28717
2019	6	9	10	27	30	-0.11117
2019	6	10	10	27	30	-0.2195
2019	6	11	10	27	30	-0.3295
2019	6	12	10	27	30	-0.19533
2019	6	13	10	27	30	0.10633
2019	6	14	10	27	30	0.42217
2019	6	15	10	27	30	0.75717
2019	6	16	10	27	30	0.99967
2019	6	17	10	27	30	1.063
2019	6	18	10	27	30	1.0213
2019	6	19	10	27	30	0.86133
2019	6	20	10	27	30	0.66717
2019	6	21	10	27	30	0.40717
2019	6	22	10	27	30	0.24967
2019	6	23	10	27	30	0.069667
2019	6	24	10	27	30	-0.152
2019	6	25	10	27	30	-0.18283
2019	6	26	10	27	30	-0.1345
2019	6	27	10	27	30	-0.091167
2019	6	28	10	27	30	-0.041167
2019	6	29	10	27	30	0.2455
2019	6	30	10	27	30	0.54383
